"Id","MSSubClass","MSZoning.C (all)","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","Street.Grvl","Street.Pave","LotShape.IR1","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.Bnk","LandContour.HLS","LandContour.Low","LandContour.Lvl","Utilities.AllPub","Utilities.NoSeWa","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LotConfig.Inside","LandSlope.Gtl","LandSlope.Mod","LandSlope.Sev","Neighborhood.Blmngtn","Neighborhood.Blueste","Neighborhood.BrDale","Neighborhood.BrkSide","Neighborhood.ClearCr","Neighborhood.CollgCr","Neighborhood.Crawfor","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.IDOTRR","Neighborhood.MeadowV","Neighborhood.Mitchel","Neighborhood.NAmes","Neighborhood.NoRidge","Neighborhood.NPkVill","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.SawyerW","Neighborhood.Somerst","Neighborhood.StoneBr","Neighborhood.SWISU","Neighborhood.Timber","Neighborhood.Veenker","Condition1.Artery","Condition1.Feedr","Condition1.Norm","Condition1.PosA","Condition1.PosN","Condition1.RRAe","Condition1.RRAn","Condition1.RRNe","Condition1.RRNn","Condition2.Artery","Condition2.Feedr","Condition2.Norm","Condition2.PosA","Condition2.PosN","Condition2.RRAe","Condition2.RRAn","Condition2.RRNn","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1.5Unf","HouseStyle.1Story","HouseStyle.2.5Fin","HouseStyle.2.5Unf","HouseStyle.2Story","HouseStyle.SFoyer","HouseStyle.SLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Flat","RoofStyle.Gable","RoofStyle.Gambrel","RoofStyle.Hip","RoofStyle.Mansard","RoofStyle.Shed","RoofMatl.ClyTile","RoofMatl.CompShg","RoofMatl.Membran","RoofMatl.Metal","RoofMatl.Roll","RoofMatl.Tar&Grv","RoofMatl.WdShake","RoofMatl.WdShngl","Exterior1st.AsbShng","Exterior1st.AsphShn","Exterior1st.BrkComm","Exterior1st.BrkFace","Exterior1st.CBlock","Exterior1st.CemntBd","Exterior1st.HdBoard","Exterior1st.ImStucc","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.Stone","Exterior1st.Stucco","Exterior1st.VinylSd","Exterior1st.Wd Sdng","Exterior1st.WdShing","Exterior2nd.AsbShng","Exterior2nd.AsphShn","Exterior2nd.Brk Cmn","Exterior2nd.BrkFace","Exterior2nd.CBlock","Exterior2nd.CmentBd","Exterior2nd.HdBoard","Exterior2nd.ImStucc","Exterior2nd.MetalSd","Exterior2nd.Other","Exterior2nd.Plywood","Exterior2nd.Stone","Exterior2nd.Stucco","Exterior2nd.VinylSd","Exterior2nd.Wd Sdng","Exterior2nd.Wd Shng","MasVnrType.BrkCmn","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Ex","ExterQual.Fa","ExterQual.Gd","ExterQual.TA","ExterCond.Ex","ExterCond.Fa","ExterCond.Gd","ExterCond.Po","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Foundation.Wood","BsmtQual.Ex","BsmtQual.Fa","BsmtQual.Gd","BsmtQual.TA","BsmtCond.Fa","BsmtCond.Gd","BsmtCond.Po","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.ALQ","BsmtFinType2.BLQ","BsmtFinType2.GLQ","BsmtFinType2.LwQ","BsmtFinType2.Rec","BsmtFinType2.Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating.Floor","Heating.GasA","Heating.GasW","Heating.Grav","Heating.OthW","Heating.Wall","HeatingQC.Ex","HeatingQC.Fa","HeatingQC.Gd","HeatingQC.Po","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","Electrical.SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual.Ex","KitchenQual.Fa","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Maj1","Functional.Maj2","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Sev","Functional.Typ","Fireplaces","FireplaceQu.Ex","FireplaceQu.Fa","FireplaceQu.Gd","FireplaceQu.Po","FireplaceQu.TA","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageYrBlt","GarageFinish.Fin","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageArea","GarageQual.Ex","GarageQual.Fa","GarageQual.Gd","GarageQual.Po","GarageQual.TA","GarageCond.Ex","GarageCond.Fa","GarageCond.Gd","GarageCond.Po","GarageCond.TA","PavedDrive.N","PavedDrive.P","PavedDrive.Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC.Ex","PoolQC.Fa","PoolQC.Gd","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","MiscFeature.Gar2","MiscFeature.Othr","MiscFeature.Shed","MiscFeature.TenC","MiscVal","MoSold","YrSold","SaleType.COD","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleType.WD","SaleCondition.Abnorml","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial"
11,20,0,0,0,1,0,70,11200,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1965,1965,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,906,0,0,0,0,0,1,0,134,1040,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1040,0,0,1040,1,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,-6.34908792207511e-18,0.23,0.26,0.113333333333333,0.628,0,0,0,0,0,1,1965,0,0,1,1,384,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.21,0.39,0.422,0.0299999999999999,0.12,0.89,0.00999999999999994,0.02,0.05,0.92,0,0,2,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12,60,0,0,0,1,0,85,11924,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,5,2005,2006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,286,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,998,0,0,0,0,0,1,0,177,1175,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1182,1142,0,2324,1,0,3,0,4,1,1,0,0,0,11,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,2005,1,0,0,3,736,0,0,0,0,1,0,0,0,0,1,0,0,1,147,21,0,0,0,0,0.3,0.23,0.312,0.6,0.24,0.31,0.04,0.05,0.08,0.78,0.06,0,7,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13,20,0,0,0,1,0,72.47,12968,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1962,1962,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,737,0,0,0,0,0,1,0,175,912,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,912,0,0,912,1,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,-6.24500451351651e-18,0.19,0.12,0.07,0.483333333333333,0,0,0,0,0,1,1962,0,0,1,1,352,0,0,0,0,1,0,0,0,0,1,0,0,1,140,0,0,0,176,0,0.18,0.38,0.482,0.05,0.11,0.823333333333333,0.02,0.04,0.04,0.91,0,0,9,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14,20,0,0,0,1,0,91,10652,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2006,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,306,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1494,1494,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1494,0,0,1494,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2006,0,1,0,3,840,0,0,0,0,1,0,0,0,0,1,0,0,1,160,33,0,0,0,0,0.26,0.26,0.462,0.42,0.14125,0.55,0.00999999999999996,0.04,0.05,0.96,0.02,0,8,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,20,0,0,0,1,0,81.6354761904762,10920,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1960,1960,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,212,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,733,0,0,0,0,0,1,0,520,1253,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1253,0,0,1253,1,0,1,1,2,1,0,0,0,1,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1960,0,1,0,1,352,0,0,0,0,1,0,0,0,0,1,0,0,1,0,213,176,0,0,0,0.21,0.49,0.432,0,1,0,0,0.04,0.03,0.89,0.01,0,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16,45,0,0,0,0,1,51,6120,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,8,1929,2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,832,832,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,854,0,0,854,0,0,1,0,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,-6.27969898303604e-18,0.09,0.665,0.04,0.16,0,0,0,0,0,1,1991,0,0,1,2,576,0,0,0,0,1,0,0,0,0,1,0,0,1,48,112,0,0,0,0,0.32,0.29,0.472,1,0,0,0,0.04,0.04,0.92,0.01,0,7,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17,20,0,0,0,1,0,71.623,11241,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,7,1970,1970,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,180,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,578,0,0,0,0,0,1,0,426,1004,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1004,0,0,1004,1,0,1,0,2,1,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1970,1,0,0,2,480,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.22,0.42,0.442,0.05,0.225,0.53,0.05,0,0,1,0,700,3,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18,90,0,0,0,1,0,72,10791,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,5,1967,1967,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.94844140821715e-16,0.08,0.12,0.756666666666667,0.0299999999999999,0.00999999999999984,-3.74548482506842e-17,0.96,0.0799999999999998,0.0999999999999998,0.0349999999999998,0.811666666666667,0.25,0.1,0.0499999999999997,0.06,0.0999999999999999,0.64,0,0.00999999999999988,0.0199999999999998,0.00999999999999993,0.00999999999999987,0.0199999999999999,0.91,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1296,0,0,1296,0,0,2,0,2,2,0,0,0,1,6,0,0,0,0,0,0,1,0,-6.00214322687975e-18,0.05,0.11,0.293333333333333,0.72,0,0,0,0,1,0,1967,0,0,1,2,516,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.23,0.41,0.432,0.13,0.19,0.67,-2.9767854847762e-17,0,0,1,0,500,10,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19,20,0,0,0,1,0,66,13695,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,2004,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,646,0,0,0,0,0,1,0,468,1114,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1114,0,0,1114,1,0,1,1,3,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0.02,0.08,0.555833333333333,0.0199999999999999,0.348571428571429,0,0,0,0,0,1,2004,0,0,1,2,576,0,0,0,0,1,0,0,0,0,1,0,0,1,0,102,0,0,0,0,0.29,0.35,0.352,0.25,0.12,0.59,0.00999999999999995,0.02,0.03,0.92,-3.46944695195361e-20,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,20,0,0,0,1,0,70,7560,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1958,1965,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,504,0,0,0,0,0,1,0,525,1029,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1339,0,0,1339,0,0,1,0,3,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0.01,0.19,0.45,0.09,0.5475,0,1,0,0,0,0,1958,0,0,1,1,294,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.24,0.35,0.512,0,0,1,0,0.01,0.03,0.91,0,0,5,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,60,0,0,0,1,0,101,14215,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,5,2005,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,380,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1158,1158,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1158,1218,0,2376,0,0,3,1,4,1,0,0,1,0,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2005,0,1,0,3,853,0,0,0,0,1,0,0,0,0,1,0,0,1,240,154,0,0,0,0,0.28,0.23,0.392,0.62,0.3,0.24,0.02,0.04,0.09,0.84,0.07,0,11,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22,45,0,0,0,0,1,57,7449,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,7,1930,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,637,637,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1108,0,0,1108,0,0,1,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1930,0,0,1,1,280,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,205,0,0,0,0.3,0.24,0.502,1,0,0,0,0.04,0.12,0.86,0,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23,20,0,0,0,1,0,75,9742,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2002,2002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,281,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1777,1777,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1795,0,0,1795,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2002,0,1,0,2,534,0,0,0,0,1,0,0,0,0,1,0,0,1,171,159,0,0,0,0,0.23,0.4,0.422,0.32,0.12,0.64,0.00999999999999996,0.03,0.04,0.94,-6.93889390390723e-20,0,9,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24,120,0,0,0,0,1,44,4224,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,7,1976,1976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,840,0,0,0,0,0,1,0,200,1040,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1060,0,0,1060,1,0,1,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1976,0,0,1,2,572,0,0,0,0,1,0,0,0,0,1,0,0,1,100,110,0,0,0,0,0.27,0.36,0.332,0.12,0.03,0.742,0.00999999999999994,0.02,0.04,0.9,0,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25,20,0,0,0,1,0,71.97,8246,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,8,1968,2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,188,1,0,0,0,0,0,668,204,1060,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1060,0,0,1060,1,0,1,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1968,0,0,1,1,270,0,0,0,0,1,0,0,0,0,1,0,0,1,406,90,0,0,0,0,0.13,0.36,0.432,0,0,1,0,0.09,0.11,0.84,0.05,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,20,0,0,0,1,0,110,14230,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2007,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,640,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1566,1566,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1600,0,0,1600,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2007,0,1,0,3,890,0,0,0,0,1,0,0,0,0,1,0,0,1,0,56,0,0,0,0,0.31,0.31,0.412,0.35,0.24,0.51,0.02,0.02,0.05,0.91,0.01,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,20,0,0,0,1,0,60,7200,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,7,1951,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,234,0,0,0,0,1,0,486,180,900,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,900,0,0,900,0,1,1,0,3,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0.01,0.09,0.26,0.1,0.508571428571429,0,0,0,0,0,1,2005,0,0,1,2,576,0,0,0,0,1,0,0,0,0,1,0,0,1,222,32,0,0,0,0,0.3,0.36,0.412,0.0599999999999999,0.09,0.56,0.15,0.1,0.04,0.84,0.06,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
